area;ciudad;conglomerado;vivienda;hogar;persona;s1p2;s1p3;s1p3b;s1p4;s1p5a;s1p5b;s1p6;s1p7;s1p8;s1p9;s1p10;s1p11;s1p12a;s1p12b;s1p13;s1p14a;s1p14c;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
1;230150;020202;06;1;04;1;10;2;3;10;10; ;3;3;6;1; ;5;5;1; ; ;1;4;6;1;1;1;1;1;1;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202061;23015002020206104
1;230150;020202;06;1;05;2;7;2;5;10;10; ;3;3;6;1; ;5;3;1; ; ;1;4;4;1;1;1;1;1;1;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202061;23015002020206105
1;230150;020202;07;1;01;2;31;2;1;10;10;5;3;3;6;2;2;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;7;8;13;1;1;1;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202071;23015002020207101
1;230150;020202;07;1;02;1;26;1;2;10;10;5;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202071;23015002020207102
1;230150;020202;07;1;03;2;5;2;3;10;10; ;3;3;6;1; ;5;0;2; ; ;1;4;1;1;2;2;2;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202071;23015002020207103
1;230150;020202;07;1;04;1;7;2;3;10;10; ;3;3;6;1; ;5;2;1; ; ;1;4;3;1;2;2;1;2;1;1;1;1;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202071;23015002020207104
1;230150;020202;07;1;05;2;1;2;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202071;23015002020207105
1;230150;020202;07;1;06;1;83;2;6;10;10;4;3;3;6;2;1;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202071;23015002020207106
1;230150;020202;08;1;01;1;79;2;1;10;10;5;3;3;6;2;1;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202081;23015002020208101
1;230150;020202;08;1;02;2;65;2;2;10;10;5;3;3;6;2;1;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202081;23015002020208102
1;230150;020202;08;1;03;2;18;1;3;10;10;2;3;3;6;2;1;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;1;0;1;1;1;1;1;1;2;2;2;1;2;1;5;13;5;1;2;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202081;23015002020208103
1;230150;020202;08;1;04;1;15;2;5;10;10;6;3;3;6;1; ;5;9;1; ; ;1;4;10;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;2;2;2;1;2;1;5;13;5;1;2;1;1;1;1;99;99;99;99;99;99;230150020202;2312;442,950995473247;230150020202081;23015002020208104
1;230150;020202;08;1;05;1;0;2;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202081;23015002020208105
1;230150;020202;10;1;01;1;59;1;1;10;10;6;3;3;2;2;1;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202101;23015002020210101
1;230150;020202;11;1;01;1;52;2;1;10;10;5;3;3;6;2;1;5;7;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202111;23015002020211101
1;230150;020202;11;1;02;2;50;1;2;10;10;5;3;3;6;2;1;5;7;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202111;23015002020211102
1;230150;020202;11;1;03;1;29;2;3;10;10;6;3;3;6;2;2;9;5; ;1;650605;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;8;1;1;2;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202111;23015002020211103
1;230150;020202;11;1;04;1;22;2;3;10;10;6;3;3;6;1; ;9;4; ;2; ;1;8;5; ; ; ; ; ; ;4;4;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;8;1;1;1;1;1;1;1;1;2;1;1;1;1;230150020202;2312;442,950995473247;230150020202111;23015002020211104
1;230150;020202;11;1;05;1;19;2;3;10;10;6;3;3;6;1; ;7;3; ; ; ;1;7;1; ; ; ; ; ; ;4;4;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;8;1;1;1;1;1;1;1;1;2;1;1;1;1;230150020202;2312;442,950995473247;230150020202111;23015002020211105
1;230150;020202;12;1;01;1;42;2;1;10;10;5;3;3;6;2;1;4;2;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;8;13;1;1;1;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202121;23015002020212101
1;230150;020202;12;1;02;2;39;1;2;10;10;5;3;3;6;2;1;4;5;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;0;30;1;1;1;1;1;1;1;1;1;1;2;7;8;13;1;1;1;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202121;23015002020212102
1;230150;020202;12;1;03;1;14;2;3;10;10;6;3;3;6;1; ;5;9;1; ; ;1;4;10;1;1;1;1;1;1;1;1;2; ;1;2;2; ;2; ;3;2;1;0;0;0;30;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202121;23015002020212103
1;230150;020202;12;1;04;1;8;2;3;10;10; ;3;3;6;1; ;5;3;1; ; ;1;4;4;1;2;2;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202121;23015002020212104
1;230150;020202;13;1;01;2;38;1;1;1;10;2;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;5;9;13;1;1;4;2; ; ; ; ; ; ; ; ; ;230150020202;2312;436,451863633654;230150020202131;23015002020213101
1;230150;020202;13;1;02;2;13;2;3;1;10;6;3;3;6;1; ;5;8;1; ; ;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;2; ;2; ;3;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202131;23015002020213102
1;230150;020202;13;1;03;1;3;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150020202;2312;508,36185789913;230150020202131;23015002020213103
1;230150;020202;13;1;04;2;1;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202131;23015002020213104
1;230150;020202;14;1;01;2;37;2;1;10;10;6;3;3;6;2;15;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;7;10;1;1;1;1;1;1;1;1;1;1;1;1;1;230150020202;2312;436,451863633654;230150020202141;23015002020214101
1;230150;020202;14;1;02;2;19;1;3;10;10;6;3;3;6;1; ;8;2; ;2; ;1;7;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;230150020202;2312;436,451863633654;230150020202141;23015002020214102
1;230150;020202;14;1;03;2;13;2;3;10;10;6;3;3;6;1; ;5;8;1; ; ;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;2; ;1;1;1;2;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;13;13;1;1;1;1; ; ; ; ; ; ; ; ; ;230150020202;2312;560,861406199306;230150020202141;23015002020214103
1;230150;020202;15;1;01;1;29;1;1;10;10;6;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;1;0;1;1;1;1;1;1;2;2;2;1;2;8;13;13;3;1;1;2; ; ; ; ; ; ; ; ; ;230150020202;2312;442,950995473247;230150020202151;23015002020215101
1;230150;021503;01;1;01;2;70;2;1;3;10;1;3;3;6;2;1;4;3;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503011;23015002150301101
1;230150;021503;01;1;02;1;72;1;2;3;10;1;3;3;6;2;1;4;5;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503011;23015002150301102
1;230150;021503;01;1;03;2;16;2;3;1;10;6;3;3;6;1; ;7;1; ; ; ;1;6;2;1;2;2;1;2;1;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;3;30;1;1;1;1;1;1;1;2;1;1;2;8;5;11;1;1;8;1;1;1;1;1;1;2;2;2;2;230150021503;2312;552,650087068588;230150021503011;23015002150301103
1;230150;021503;02;1;01;1;50;1;1;10;10;2;3;3;4;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;10;2;1;3;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503021;23015002150302101
1;230150;021503;03;1;01;1;33;2;1;10;10;5;3;3;6;2;3;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;8;11;7;1;1;3;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503031;23015002150303101
1;230150;021503;03;1;02;2;30;2;2;10;10;5;3;3;6;2;3;6;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;3;0;0;0;1;1;1;1;1;1;1;2;1;1;2;8;10;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503031;23015002150303102
1;230150;021503;03;1;03;1;11;2;3;10;10; ;3;3;6;1; ;5;6;1; ; ;1;4;7;1;1;2;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;8;11;7;1;1;5;1; ; ; ; ; ; ; ; ; ;230150021503;2312;643,70494993721;230150021503031;23015002150303103
1;230150;021503;03;1;04;2;21;1;9;10;10;5;3;3;6;1; ;8;2; ;2; ;1;7;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;1;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;8;11;7;1;1;10;1;1;1;1;1;1;2;1;1;2;230150021503;2312;552,650087068588;230150021503031;23015002150303104
1;230150;021503;03;1;05;1;24;2;9;1;10;5;3;3;6;2;3;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;8;1;7;1;1;3;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503031;23015002150303105
1;230150;021503;05;1;01;1;85;1;1;10;10;1;3;3;6;2;1;4;3;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503051;23015002150305101
1;230150;021503;05;1;02;2;84;2;2;10;10;1;3;3;6;2;1;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503051;23015002150305102
1;230150;021503;06;1;01;1;28;1;1;1;10;5;3;3;6;1; ;6;6; ; ; ;1;8;1; ; ; ; ; ; ;3;5;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;7;10;1;1;3;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503061;23015002150306101
1;230150;021503;06;1;02;2;28;2;2;10;10;5;3;3;6;2;15;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503061;23015002150306102
1;230150;021503;06;1;03;2;10;2;3;1;10; ;3;3;6;1; ;5;5;1; ; ;1;4;6;1;1;1;1;1;2;1;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;710,181650706913;230150021503061;23015002150306103
1;230150;021503;07;1;01;1;37;2;1;10;10;1;3;3;6;2;5;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;10;13;1;1;3;1;1;2;2;1;1;2;2;1;1;230150021503;2312;560,879507255085;230150021503071;23015002150307101
1;230150;021503;07;1;02;2;35;1;2;10;10;1;3;3;6;2;15;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1;2;1;2;1;1;2;2;2;2;230150021503;2312;552,650087068588;230150021503071;23015002150307102
1;230150;021503;07;1;03;2;19;2;3;10;10;6;3;3;6;1; ;7;3; ; ; ;1;8;1; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1;1;1;2;1;1;2;2;2;2;230150021503;2312;552,650087068588;230150021503071;23015002150307103
1;230150;021503;07;1;04;2;17;2;3;10;10;6;3;3;6;1; ;7;2; ; ; ;1;6;3;1;1;1;1;2;2;1;1;1;5; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1;1;1;1;2;1;2;2;2;1;230150021503;2312;552,650087068588;230150021503071;23015002150307104
1;230150;021503;07;1;05;2;13;2;3;10;10;6;3;3;6;1; ;5;8;1; ; ;1;4;9;1;1;1;1;2;2;1;1;1;5;1;2;2; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;230150021503;2312;710,181650706913;230150021503071;23015002150307105
1;230150;021503;07;1;06;1;3;2;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150021503;2312;643,70494993721;230150021503071;23015002150307106
1;230150;021503;09;1;01;1;23;1;1;1;10;6;3;3;6;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;8;1;1;8;1;2;2;2;2;2;2;2;2;2;230150021503;2312;560,879507255085;230150021503091;23015002150309101
1;230150;021503;10;1;01;1;68;1;1;10;10;1;3;3;6;2;1;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503101;23015002150310101
1;230150;021503;10;1;02;2;57;2;2;10;10;1;3;3;6;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;13;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503101;23015002150310102
1;230150;021503;10;1;03;1;29;2;3;1;10;6;3;3;6;2;3;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;9;5;10;1;1;6;1;1;1;1;2;1;2;2;2;2;230150021503;2312;560,879507255085;230150021503101;23015002150310103
1;230150;021503;11;1;01;2;62;1;1;10;10;4;3;3;6;2;1;4;3;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503111;23015002150311101
1;230150;021503;12;1;01;1;39;2;1;1;10;1;3;3;6;2;5;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;7;13;13;1;1;4;1;2;1;1;2;2;2;1;2;2;230150021503;2312;560,879507255085;230150021503121;23015002150312101
1;230150;021503;12;1;02;2;40;1;2;1;10;1;3;3;6;1; ;5;7;1; ; ;1;4;8;1;1;1;1;2;1;1;1;2; ; ; ; ; ;1;2;5;7;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;1;5;1;2;1;1;2;2;2;1;1;1;230150021503;2312;552,650087068588;230150021503121;23015002150312102
1;230150;021503;12;1;03;2;16;2;3;1;10;6;3;3;6;1; ;5;8;1; ; ;1;4;9;1;1;1;1;1;1;2;2;1;19; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503121;23015002150312103
1;230150;021503;12;1;04;2;12;2;3;1;10;6;3;3;6;1; ;5;6;1; ; ;1;4;7;1;1;1;1;1;1;2;1;1;19;1;2;1;1;1;2;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;230150021503;2312;710,181650706913;230150021503121;23015002150312104
1;230150;021503;12;1;05;1;4;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230150021503;2312;643,70494993721;230150021503121;23015002150312105
1;230150;021503;13;1;01;2;60;1;1;10;10;2;3;3;6;2;3;6;5; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;552,650087068588;230150021503131;23015002150313101
1;230150;021503;13;1;02;1;14;2;5;10;10;6;3;3;6;1; ;5;9;1; ; ;1;4;10;1;1;2;1;2;2;1;1;2; ;1;2;2; ;2; ;3;2;1;3;0;0;0;2; ; ; ; ; ; ; ; ;1;1;5;7;8;5;2;5;1; ; ; ; ; ; ; ; ; ;230150021503;2312;643,70494993721;230150021503131;23015002150313102
1;230150;021503;14;1;01;1;66;2;1;2;10;1;3;3;6;2;3;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;560,879507255085;230150021503141;23015002150314101
1;230150;021503;14;1;02;2;50;1;2;1;10;1;3;3;6;2;2;9;5; ;1;650101;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;4;10;1;1;5;1;1;1;1;1;1;2;2;1;2;230150021503;2312;552,650087068588;230150021503141;23015002150314102
1;230150;021503;14;1;03;1;30;2;3;1;10;6;3;3;6;2;3;9;5; ;1;650708;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;4;10;2;1;5;1;1;1;1;1;1;2;2;1;1;230150021503;2312;560,879507255085;230150021503141;23015002150314103
1;230150;021503;14;1;04;1;27;2;3;2;10;6;3;3;6;2;11;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;8;9;5;13;1;1;5;1;2;2;2;2;1;2;2;2;2;230150021503;2312;560,879507255085;230150021503141;23015002150314104
1;230150;021503;14;1;05;2;25;2;3;10;10;3;3;3;6;1; ;9;3; ;2; ;1;8;4; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;9;8;6;5;1;1;5;1;1;1;1;1;1;1;1;2;2;230150021503;2312;552,650087068588;230150021503141;23015002150314105
1;230150;021503;14;1;06;1;7;2;5;10;10; ;3;3;6;1; ;5;2;1; ; ;1;4;3;1;1;1;2;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150021503;2312;643,70494993721;230150021503141;23015002150314106
1;230150;026303;01;1;01;1;65;2;1;1;10;5;3;3;6;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150026303;2312;478,185733749528;230150026303011;23015002630301101
1;230150;026303;01;1;02;2;61;1;2;10;10;5;3;3;1;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150026303;2312;471,169625513604;230150026303011;23015002630301102
1;230150;026303;01;1;03;2;66;2;7;10;10;6;3;3;1;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150026303;2312;471,169625513604;230150026303011;23015002630301103
1;230150;026303;04;1;01;1;67;2;1;10;10;5;3;3;5;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;2; ; ; ; ;1;1;1;1;2;2;2;2;2;1;2;13;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;230150026303;2312;478,185733749528;230150026303041;23015002630304101
1;230150;026303;04;1;02;2;53;2;2;10;10;5;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230150026303;2312;471,169625513604;230150026303041;23015002630304102
